gene_name,gene_id,is_Secreted,State_Change_Region,CellType_Specific_Region,Spearman_Rho,P_Value,FDR,log2FoldChange,DEG_padj,Promoter_Meth_Healthy,Promoter_Meth_Altered,Delta_Promoter_Meth,DMR_Status,DMR_Meth_Healthy,DMR_Meth_Altered
ACKR2,ENSG00000144648.16,False,None,None,-0.1774785452572046,0.135838864852233,0.3744606061274192,0.177203232644526,0.568723268367241,0.004282655246252677,0.005620503597122302,0.001337848350869625,None,,
ENSG00000273291,ENSG00000273291.5,False,None,None,,,,,,0.9474965229485396,0.956738768718802,0.009242245770262447,PT_Altered_Hypo,0.33737864077669905,0.08868501529051988
ENSG00000290317,ENSG00000290317.1,False,None,None,,,,,,0.9474965229485396,0.956738768718802,0.009242245770262447,PT_Altered_Hypo,0.33737864077669905,0.08868501529051988
CYP8B1,ENSG00000180432.6,False,None,None,-0.0475222103368018,0.6918054344196629,0.8463834827973119,0.298881968144898,0.353781675626826,0.13802660753880266,0.1323529411764706,-0.005673666362332075,None,,
ZNF662,ENSG00000182983.15,False,None,None,0.035047649225435,0.7700769692887213,0.8908337735424056,-0.670186023150379,0.031987332241718,0.17692960135708227,0.20467557251908397,0.027745971162001698,None,,
KRBOX1,ENSG00000240747.9,False,None,None,0.0163275721843225,0.8917198072829371,0.9504743189029942,-0.289751815160203,0.360442211065471,0.6206563706563707,0.6518714806227227,0.031215109966352017,None,,
GASK1A,ENSG00000144649.10,True,None,None,-0.2657642430190738,0.0240480686388457,0.1657385644636659,0.174344626998913,0.582894043299557,0.36340385956754245,0.4395725865880619,0.07616872702051947,None,,
POMGNT2,ENSG00000144647.7,True,None,None,0.2257862903121869,0.0565160210523223,0.2449537172481177,0.156341968910141,0.621464808844829,0.03560346235505471,0.032116788321167884,-0.003486674033886826,None,,
SNRK,ENSG00000163788.14,False,None,None,0.176871940746847,0.1372031094244472,0.3764307383131151,-0.0695161970087413,0.852918501006845,0.1551253412757508,0.16252552756977537,0.007400186294024558,PT_Altered_Hypo,0.4186991869918699,0.2611111111111111
ANO10,ENSG00000160746.13,False,None,None,0.1734696044134965,0.1450471913664837,0.3872469362847278,-0.173257838068982,0.367043116018332,0.14053385186494607,0.13688930847297617,-0.003644543391969901,None,,
ABHD5,ENSG00000011198.10,False,None,None,-0.0751156584663984,0.5305875425312045,0.7434220829447883,0.0551934671667325,0.884332634040418,0.13377659574468084,0.14093739757456572,0.0071608018298848775,None,,
TOPAZ1,ENSG00000173769.4,False,None,None,0.0112929165433863,0.924990402173262,0.9667203327025294,0.0448465588749618,0.858451453510547,0.9684567257559958,0.9549800796812749,-0.013476646074720988,None,,
TCAIM,ENSG00000179152.20,False,None,None,-0.1965592461320596,0.0979534361275737,0.3193265822735212,0.306253994251547,0.0807100210706185,0.1515635395874917,0.14958079268292682,-0.001982746904564875,None,,
ZNF445,ENSG00000185219.18,False,None,None,-0.0920943077415649,0.4416518318815861,0.6795634464960029,0.226641793951,0.377676723975771,0.1166998371630179,0.11796021294480247,0.0012603757817845618,None,,
ZNF852,ENSG00000178917.17,False,None,None,-0.0491207458604538,0.6819848062409579,0.8404610817738699,0.27619510854281,0.304927685323116,0.01552863436123348,0.019364943756229533,0.0038363093949960528,None,,
ZKSCAN7,ENSG00000196345.13,False,None,None,-0.2158188654235434,0.0686439657424762,0.269152385059445,-0.116165297195816,0.72453443286413,0.08697384145531802,0.08075117370892018,-0.006222667746397834,None,,
ZNF660,ENSG00000144792.9,False,None,None,0.2050087548218069,0.0840756610892987,0.2965262383123341,-0.603589639429143,0.106569794118803,0.9632995456134219,0.9528571428571428,-0.010442402756279057,None,,
ZNF197,ENSG00000186448.15,False,None,None,0.0569148107025525,0.6348787135657488,0.8123731566593523,-0.0885182509834781,0.777588039956039,0.09388924252068746,0.0796427242277633,-0.014246518292924157,None,,
ZNF35,ENSG00000169981.11,False,None,None,-0.0343374470969271,0.7746115465325936,0.892903367121001,-0.156627053895276,0.588656971796626,0.12395543175487465,0.13153724247226625,0.007581810717391599,None,,
ZNF502,ENSG00000196653.12,False,None,None,-0.125609708227556,0.2930974249750857,0.5525097798770962,-0.0557444270120147,0.876275876154198,0.18521877125368397,0.150164113785558,-0.03505465746812597,None,,
ZNF501,ENSG00000186446.12,False,None,None,0.0288392109675172,0.8099612254897077,0.9118231036088515,0.113536884005399,0.737079274485702,0.1549165120593692,0.15131438341525968,-0.0036021286441095257,None,,
KIAA1143,ENSG00000163807.6,False,None,None,0.0313972882024237,0.7934627544787332,0.9028925261700892,-0.41046627030626,0.0677503328562748,0.05322844299141806,0.05199353448275862,-0.0012349085086594408,None,,
KIF15,ENSG00000163808.17,False,None,None,0.0062861814820626,0.9582044031262829,0.9817615533937584,-0.433829914941625,0.196241738128905,0.15625604331850707,0.15747533518846446,0.0012192918699573951,None,,
TMEM42,ENSG00000169964.8,False,None,None,0.0885008920218513,0.4597463783409716,0.6937114358251523,-0.159441712340857,0.625778631191469,0.22583547557840616,0.22345786272806256,-0.0023776128503436023,None,,
TGM4,ENSG00000163810.13,False,None,None,0.0893044007374761,0.4556654515626679,0.690571868583491,0.0150373854545977,,0.9225225225225225,0.9379310344827586,0.015408511960236071,None,,
ZDHHC3,ENSG00000163812.16,False,None,None,0.258528012747259,0.0283280131461318,0.1781323965272907,-0.0944062668168332,0.611383808489956,0.00497787610619469,0.008782629909734082,0.0038047538035393914,None,,
EXOSC7,ENSG00000075914.13,False,None,None,0.1949571751401421,0.1007760108328499,0.3235938506503544,-0.0421578036473565,0.902039648896552,0.09343555342597029,0.10890360559234731,0.01546805216637702,None,,
CLEC3B,ENSG00000163815.6,True,None,None,0.0099467183545387,0.9339107021290224,0.9708360862555764,-0.0657465625700429,,0.9605734767025089,0.9692058346839546,0.008632357981445682,None,,
CDCP1,ENSG00000163814.8,True,None,None,0.2892834949026833,0.0137152600243555,0.1305564763830404,-2.01455069013486,0.0001024146281183,0.28754325259515573,0.2942583732057416,0.0067151206105858785,None,,
TMEM158,ENSG00000249992.2,False,None,None,0.0699587806161339,0.5592560335725283,0.76342689363986,0.0455910208353115,,0.14186008764810906,0.13925171574053574,-0.0026083719075733203,None,,
LARS2,ENSG00000011376.12,False,None,None,0.3058303974983067,0.0089867165087447,0.1097022266718915,0.0043912976795416,0.990290287157715,0.1485593444356331,0.1559551361936977,0.007395791758064596,None,,
LIMD1,ENSG00000144791.10,False,None,None,-0.0267727533803939,0.823349928122832,0.9162446582696806,-0.2926608740559,0.119037051575345,0.8526448362720404,0.8250197941409343,-0.02762504213110606,PT_Altered_Hypo,0.6538860103626943,0.3751568381430364
SACM1L,ENSG00000211456.14,False,None,None,0.0404316473011748,0.7359604529116721,0.8715243416427211,0.129802737235979,0.620532008519999,0.025581629569946623,0.021650377335147842,-0.003931252234798781,None,,
SLC6A20,ENSG00000163817.17,False,None,None,-0.0172017562056034,0.8859602461315994,0.9477350785515772,-0.245036269960925,0.437249719821723,0.13931976661448697,0.12159947558177647,-0.0177202910327105,None,,
LZTFL1,ENSG00000163818.20,False,None,None,-0.0187790655840337,0.8755832392302552,0.9424612505681388,0.0033729079692828,0.992649050256732,0.8671808054841473,0.8741168914579319,0.006936085973784589,None,,
CCR9,ENSG00000173585.18,False,None,None,0.0361021376576827,0.7633583606414076,0.8870949540647207,-0.0058568797654868,0.986391146861405,0.9036222509702458,0.897126969416126,-0.006495281554119825,None,,
FYCO1,ENSG00000163820.16,False,None,None,0.2485852628798949,0.0352414142277286,0.1965755770580937,-0.0969558238327294,0.630124556173456,0.11919060052219321,0.11517741036596693,-0.004013190156226282,None,,
CXCR6,ENSG00000172215.6,False,None,None,0.1210319440151628,0.3111818630238101,0.5695706297097223,-0.193401599588888,,0.7207310108509423,0.722972972972973,0.0022419621220307606,None,,
XCR1,ENSG00000173578.9,False,None,None,0.153004272598973,0.1994456110992282,0.4541651982201484,-1.21349191404461e-05,,0.918960244648318,0.920704845814978,0.0017446011666599759,None,,
CCR3,ENSG00000183625.16,False,None,None,-0.01258559312575,0.9164334137670416,0.9624790315695564,0.208601169719759,,0.9138858988159311,0.8944405348346235,-0.019445363981307584,None,,
CCR1,ENSG00000163823.4,False,None,None,0.1454526827947772,0.2228054358440991,0.4802212342025658,0.07119140202858,0.787013548704457,0.4509433962264151,0.43825665859564167,-0.012686737630773437,PT_Altered_Hyper,0.5514705882352942,0.7675840978593272
CCR2,ENSG00000121807.7,False,None,None,0.0501412740967864,0.6757425014220004,0.8366174693784874,-0.0720504124562762,,0.8149019607843138,0.8007889546351085,-0.014113006149205298,None,,
CCR5,ENSG00000160791.14,False,None,None,0.1679359678142834,0.1585157140236737,0.4048244494838972,0.0013533495652189,,0.8267062314540059,0.8626016260162601,0.03589539456225421,None,,
CCRL2,ENSG00000121797.10,False,None,None,0.1560836094510108,0.1904412297218993,0.4439009673954568,0.0162066159941238,,0.89482699554642,0.8943202979515829,-0.0005066975948371244,None,,
LTF,ENSG00000012223.13,True,None,None,0.4159489426122381,0.0002792708146668,0.0389604795543698,-0.111794939734965,0.631524379637365,0.5451368666278392,0.5379032258064517,-0.007233640821387555,None,,
RTP3,ENSG00000163825.5,False,None,None,-0.0123137974308708,0.9182318362851988,0.9633550537042116,0.0507076932664958,,0.8842140693369236,0.9158249158249159,0.031610846487992283,None,,
LRRC2,ENSG00000163827.14,False,None,None,0.0511510695811367,0.6695872404799572,0.8328287325877244,-0.234153004415504,0.460079777227839,0.9297689170820118,0.9249211356466877,-0.004847781435324161,None,,
TDGF1,ENSG00000241186.10,True,None,None,0.1798210948311779,0.130666582751149,0.3673819667921641,-0.010630324101677,0.977165010125404,0.5548677546426561,0.5799120234604106,0.025044268817754456,None,,
ENSG00000283877,ENSG00000283877.1,False,None,None,,,,,,0.9190082644628099,0.9328107502799552,0.013802485817145271,None,,
FAM240A,ENSG00000283473.5,False,None,None,0.1042561963292831,0.3834599222959001,0.632161401539371,-0.045267052691412,,0.4513394370973211,0.43794242567248703,-0.013397011424834071,None,,
ALS2CL,ENSG00000178038.17,False,None,None,0.1089077950588019,0.3624784470857736,0.6154021870504185,-0.444440568877198,0.156273932028308,0.10988451086956522,0.11354539709290078,0.0036608862233355605,PT_Altered_Hypo,0.6598360655737705,0.4223300970873786
TMIE,ENSG00000181585.7,False,None,None,-0.0386383148132475,0.7472713693579569,0.8778267642232771,-0.0570396522979035,,0.14001171646162858,0.1384001876612714,-0.0016115288003571704,PT_Altered_Hypo,0.6598360655737705,0.4223300970873786
ENSG00000206549,ENSG00000206549.13,False,None,None,,,,,,0.20117287098419173,0.2042345276872964,0.0030616567031046815,None,,
PRSS50,ENSG00000283706.2,True,None,None,,,,,,0.5620785402618008,0.6313107920333487,0.0692322517715479,None,,
MYL3,ENSG00000160808.11,False,None,None,-0.1742019188265659,0.1433310891555592,0.3847728010921674,0.188786723847886,0.508296293081532,0.005319148936170213,0.0064288994336445734,0.0011097504974743608,PT_Altered_Hyper,0.18833496252851092,0.4473810667948102
PTH1R,ENSG00000160801.14,False,None,None,-0.1000551141137734,0.4030207883215124,0.6483136571560223,0.916360221315114,0.0353299388299352,0.015410016510731976,0.05138607167004733,0.03597605515931535,None,,
CCDC12,ENSG00000160799.12,False,None,None,-0.1133176193355231,0.3432511277319201,0.5986933030880955,0.0923081635129254,0.75574172191134,0.9253065774804905,0.9464566929133859,0.021150115432895356,None,,
NBEAL2,ENSG00000160796.18,False,None,None,0.0753805235932541,0.5291350430793669,0.742355492877173,-0.169015330618237,0.589076353996838,0.136986301369863,0.1465187452180566,0.0095324438481936,None,,
SETD2,ENSG00000181555.22,False,None,None,-0.0622165095520938,0.6036292470541991,0.7925536226087592,0.270239865366132,0.0756668471355537,0.004563492063492064,0.004453759496987163,-0.00010973256650490069,None,,
KIF9,ENSG00000088727.14,False,None,None,-0.2732274270029966,0.020221535991781,0.153394596386059,-0.228053242289986,0.292482780001902,0.25720384204909286,0.27264692885550157,0.015443086806408712,None,,
KLHL18,ENSG00000114648.12,False,None,None,-0.0725226157269031,0.5449113507635277,0.7533811426159873,0.0414017584882982,0.911049396360425,0.006236635780470421,0.004792154240499276,-0.0014444815399711451,None,,
PTPN23,ENSG00000076201.16,False,None,None,-0.1138956861882768,0.3407788432144749,0.5965704223758528,0.0372275961382855,0.916023894183919,0.019612115929396382,0.017114914425427872,-0.0024972015039685103,PT_Altered_Hyper,0.2753108348134991,0.6658536585365854
SCAP,ENSG00000114650.21,False,None,None,-0.1459536222224192,0.2211989591243039,0.47847695078186,0.45976768591125,0.0280254259384443,0.8981403212172443,0.9153055051421658,0.0171651839249215,PT_Altered_Hyper,0.23583260680034873,0.44027777777777777
ELP6,ENSG00000163832.16,False,None,None,-0.0669236253530884,0.5764660668601229,0.7744217493516253,-0.0003107485368693,0.999010737428165,0.24099073970768717,0.23997243280496208,-0.0010183069027250857,None,,
CSPG5,ENSG00000114646.10,False,None,None,-0.1022648275847836,0.3926601139620165,0.6397158907265766,-0.0204527403580922,,0.4171282488282914,0.4739524348810872,0.056824186052795767,None,,
SMARCC1,ENSG00000173473.11,False,None,None,0.0472198037720828,0.6936690522377655,0.8474009629584307,0.206471302168334,0.181328380815134,0.05837903717245582,0.05744286596664608,-0.0009361712058097438,None,,
DHX30,ENSG00000132153.15,False,None,None,-0.0729190044259342,0.5427096176620343,0.751927792347188,-0.0511268116240775,0.858060771622781,0.124875,0.12079326923076923,-0.004081730769230768,None,,
MAP4,ENSG00000047849.22,False,None,None,0.0576250071216499,0.6306539123157444,0.8096931065987294,-0.223786122590723,0.377150599723453,0.060580492743840704,0.04411473788328388,-0.016465754860556826,None,,
CDC25A,ENSG00000164045.12,False,None,None,-0.0033708217928305,0.9775809114549876,0.990041875193831,-0.0124635959250335,0.98536968368643,0.11054700294792008,0.10760211800302572,-0.002944884944894366,None,,
CAMP,ENSG00000164047.6,True,None,None,,,,-0.0106210013155425,,0.9449378330373002,0.9486099410278012,0.0036721079905009946,None,,
ZNF589,ENSG00000164048.14,False,None,None,-0.0413565542655808,0.7301485156830745,0.8682118446312379,0.0299890642519454,0.936331319452107,0.17705835331734612,0.2246938775510204,0.04763552423367429,None,,
NME6,ENSG00000172113.10,False,None,None,-0.1962965650538619,0.0984119515622734,0.3200078975343061,-0.078232863298542,0.807304245002384,0.10017643599294256,0.10514180308969334,0.004965367096750786,None,,
SPINK8,ENSG00000229453.3,True,None,None,0.1529877327285485,0.1994947834622447,0.4542416979893825,-0.0961675157287736,,0.7723615712257453,0.7506956037840846,-0.021665967441660716,None,,
FBXW12,ENSG00000164049.14,False,None,None,0.1903232275517171,0.1092978780502578,0.3364411085168058,0.0162088276946454,,0.9623733719247467,0.9623352165725048,-3.8155352241942e-05,None,,
PLXNB1,ENSG00000164050.13,True,None,None,0.0274168850163195,0.8191709693781042,0.9160586722832476,-0.181508960575035,0.553180761283652,0.024428437206388976,0.02042450941129355,-0.004003927795095424,None,,
CCDC51,ENSG00000164051.14,False,None,None,0.1240901693509045,0.2990222017205748,0.5582331747564864,-0.108869070061347,0.755965334413411,0.06488700938284657,0.07063074901445467,0.005743739631608097,None,,
TMA7,ENSG00000232112.3,False,None,None,0.0273177878415617,0.8198135622204996,0.9162446582696806,-0.145657706655239,0.664749626030714,0.1755574372001129,0.16877076411960132,-0.0067866730805115905,None,,
ATRIP,ENSG00000164053.22,False,None,None,-0.2093329969856733,0.0776021646956002,0.2854159935308292,0.225836012793395,0.463441846564307,0.07742799732083054,0.07778532608695653,0.0003573287661259861,None,,
TREX1,ENSG00000213689.14,False,None,None,,,,0.0071370249334455,,0.408305769937523,0.42877977637335923,0.020474006435836245,None,,
SHISA5,ENSG00000164054.17,False,None,None,-0.003138077200663,0.9791285203621636,0.9907273646899843,-0.172448831928178,0.548116316697183,0.21026156941649898,0.20035356511490865,-0.009908004301590334,None,,
PFKFB4,ENSG00000114268.12,False,None,None,-0.0067386078835291,0.9551992990828232,0.98034426795518,-0.302549737217271,0.322904663439048,0.922742474916388,0.9151540734487126,-0.007588401467675365,None,,
UCN2,ENSG00000145040.4,True,None,None,,,,-0.0146138963258034,,0.8223976319684262,0.8170185540627,-0.005379077905726226,None,,
COL7A1,ENSG00000114270.18,True,None,None,0.1787935689103608,0.1329166175917542,0.3703763811949078,-0.264301087473489,0.292446210879783,0.15504400812457683,0.1555045871559633,0.0004605790313864655,None,,
UQCRC1,ENSG00000010256.11,False,None,None,-0.0132625052217497,0.9119562476228584,0.9603248304642394,0.120280136197648,0.700091745551163,0.6277307177886758,0.635930993456276,0.008200275667600176,None,,
TMEM89,ENSG00000183396.4,False,None,None,-0.0692958772655055,0.5629939426551422,0.7659672294538016,0.225924755271952,,0.8965400271370421,0.9414919551438323,0.044951928006790265,None,,
SLC26A6,ENSG00000225697.13,False,None,None,-0.1817073713541745,0.1266114954503656,0.3622232838701579,2.11657557226623,1.54042516238803e-06,0.008346084295451384,0.014044410704118429,0.005698326408667045,PT_Altered_Hyper,0.27139874739039666,0.7890625
CELSR3,ENSG00000008300.17,False,None,None,0.2104385176169414,0.076012619764237,0.2825625444626657,0.0473508848146955,,0.04019062748212868,0.03235629996193377,-0.00783432752019491,None,,
NCKIPSD,ENSG00000213672.8,False,None,None,-0.0860665881780121,0.4722312589035671,0.7029088095190785,0.164479661595253,0.567267246546502,0.26959587740710605,0.2730251183108846,0.003429240903778552,None,,
IP6K2,ENSG00000068745.15,False,None,None,-0.0792942560020181,0.5079057258437296,0.7274281407091323,0.235771560150622,0.127836411367161,0.48051549555078243,0.48763680583704905,0.007121310286266613,None,,
PRKAR2A,ENSG00000114302.17,False,None,None,-0.1095684428905204,0.3595566778921437,0.6129893077412579,0.144020216685321,0.501344792266045,0.07578502415458938,0.07261452290458091,-0.0031705012500084645,None,,
SLC25A20,ENSG00000178537.10,False,None,None,-0.1788538842420027,0.1327837360417973,0.3701919178153187,0.742726202818828,0.0131594261827318,0.21860869565217392,0.22896963663514186,0.010360940982967942,None,,
ARIH2,ENSG00000177479.20,False,None,None,-0.2771582816017219,0.0184240762411338,0.1474751792934425,0.0532633041190849,0.816426283739882,0.07739476300961219,0.07615563684735617,-0.0012391261622560212,None,,
P4HTM,ENSG00000178467.18,False,None,None,0.1659217029361122,0.1636414868796656,0.4113629886882753,-0.0802290209242026,0.78890736771003,0.13122326775021387,0.10796820114623776,-0.02325506660397611,None,,
WDR6,ENSG00000178252.19,False,None,None,-0.0782041870796825,0.5137743395436098,0.7316788672952087,0.0041597044085285,0.99212102088206,0.07746478873239436,0.08996415770609319,0.012499368973698827,None,,
DALRD3,ENSG00000178149.17,False,None,None,0.0124533117417426,0.917308643844794,0.962902415470401,-0.0499796484595294,0.89439832516962,0.042182968626417086,0.0497196261682243,0.007536657541807212,None,,
NDUFAF3,ENSG00000178057.15,False,None,None,0.0771471505489329,0.5194979032663976,0.7358098802705849,-0.183714375757368,0.546971474028212,0.504343509555721,0.5394775462283534,0.035134036672632374,None,,
IMPDH2,ENSG00000178035.13,False,None,None,0.1350375023879154,0.2580690430375367,0.5177124606211727,-0.904806113773232,0.0082592202110077,0.08143939393939394,0.08447067502766507,0.003031281088271137,None,,
ENSG00000290315,ENSG00000290315.1,False,None,None,,,,,,0.07531919878177346,0.07877495047996343,0.003455751698189971,None,,
QRICH1,ENSG00000198218.12,False,None,None,-0.1117485807351916,0.3500179506262357,0.6046809381166789,0.19752323383355,0.444282081809517,0.15513513513513513,0.16160745084511902,0.0064723157099838835,None,,
QARS1,ENSG00000172053.18,False,None,None,,,,,,0.30441361916771753,0.26429521276595747,-0.040118406401760065,None,,
USP19,ENSG00000172046.21,False,None,None,-0.0486236804144847,0.6850329868270486,0.8423566440005289,-0.0834034244211774,0.805497746517418,0.29082125603864734,0.26043851286939945,-0.030382743169247883,None,,
LAMB2,ENSG00000172037.14,True,None,None,-0.0530169884954131,0.6582706277816479,0.8266754310713351,-0.055340714342643,0.884332634040418,0.004737540269092288,0.007518796992481203,0.002781256723388915,None,,
CCDC71,ENSG00000177352.10,False,None,None,0.1459623694087221,0.2211709798731191,0.478452806794397,0.0075974339110622,0.98696000967293,0.19061129739489296,0.192008486562942,0.00139718916804904,None,,
KLHDC8B,ENSG00000185909.15,False,None,None,-0.2323161208955699,0.0495620271818799,0.2303151046133109,0.295912028339583,0.350263431581317,0.0181651376146789,0.023221343873517788,0.005056206258838888,None,,
C3orf84,ENSG00000236980.10,False,None,None,-0.0091752000471894,0.9390267398598586,0.9729395943739592,0.068358008134675,,0.8408488063660478,0.8315412186379928,-0.009307587728054956,None,,
IHO1,ENSG00000173421.17,False,None,None,,,,,,0.9439158738107161,0.9401595744680851,-0.0037562993426309976,None,,
C3orf62,ENSG00000188315.8,False,None,None,0.0945312065701118,0.4296115184483766,0.6700264595327522,0.211546088924776,0.468701875905624,0.2551062091503268,0.32083696599825634,0.06573075684792956,None,,
USP4,ENSG00000114316.13,False,None,None,-0.0636203861944957,0.5954691644880534,0.7870538818676761,-0.127223084542903,0.621339638802294,0.4709136331192006,0.5274618920880716,0.056548258968871,None,,
GPX1,ENSG00000233276.9,False,None,None,,,,,,0.13659437009690817,0.14535901926444833,0.008764649167540162,None,,
ENSG00000290318,ENSG00000290318.1,False,None,None,,,,,,0.013117579471466871,0.013179128563743949,6.154909227707762e-05,None,,
RHOA,ENSG00000067560.14,False,None,None,-0.0428099794953616,0.7210461418793672,0.863121701423792,-0.49101879315033,0.0598116536596412,0.6481481481481481,0.6520210896309314,0.0038729414827832764,None,,
TCTA,ENSG00000145022.5,False,None,None,0.0018498139288119,0.98769591604356,0.9946055522758684,0.0386654455992177,0.915726395935182,0.004553357065982283,0.0054249547920434,0.0008715977260611166,None,,
ENSG00000283189,ENSG00000283189.2,False,None,None,,,,,,0.02561427909133055,0.0330941572704642,0.007479878179133648,None,,
AMT,ENSG00000145020.16,False,None,None,-0.2023399146595969,0.0882797111606246,0.3036726979697629,0.224142045097959,0.476658353963106,0.32068864896410854,0.3421875,0.021498851035891442,None,,
NICN1,ENSG00000145029.14,False,None,None,0.0201662750632085,0.8664740922388687,0.9377954351269068,0.103457172109469,0.76345125295597,0.02561427909133055,0.0330941572704642,0.007479878179133648,None,,
DAG1,ENSG00000173402.13,True,None,None,-0.0736292008450316,0.5387757254810657,0.7492238787020232,0.152798572314525,0.549705135707941,0.8962962962962963,0.9125,0.01620370370370372,None,,
BSN,ENSG00000164061.5,False,None,None,-0.1740261052014753,0.1437416931749218,0.3853769364775544,0.345507065856095,0.268325344817097,0.1152046783625731,0.11923157235330967,0.004026893990736566,None,,
APEH,ENSG00000164062.13,False,None,None,0.0624317219944129,0.6023751296936926,0.7917009020105763,0.0598016965980959,0.873522124517577,0.047866130496821896,0.04826897470039947,0.0004028442035775709,None,,
MST1,ENSG00000173531.16,True,None,None,-0.1154151762012295,0.3343336438208379,0.5906849243725383,0.631987539697801,0.077283958205188,0.006715014773032501,0.009409751924721984,0.002694737151689483,None,,
RNF123,ENSG00000164068.16,False,None,None,-0.0602180498611452,0.6153293415882217,0.8002427535959189,0.346470430610128,0.184567309251496,0.021716287215411557,0.03574580759046778,0.014029520375056226,None,,
AMIGO3,ENSG00000176020.9,False,None,None,,,,-0.0160311388052048,,0.27887957472909425,0.32841031149301825,0.049530736763924,None,,
GMPPB,ENSG00000173540.14,False,None,None,0.0524558595381628,0.6616659189918559,0.8288078878811388,-0.0668295947884153,0.85957515993013,0.010310235927921234,0.00927287119755739,-0.001037364730363843,None,,
IP6K1,ENSG00000176095.12,False,None,None,-0.053033504691206,0.6581707951833242,0.8266277062239986,0.0137742874658667,0.962683525124867,0.09472682794237565,0.09075254003788531,-0.003974287904490337,None,,
CDHR4,ENSG00000187492.9,True,None,None,0.21468890136848,0.0701418453250068,0.2717647670086637,0.0449142436276888,,0.9116743471582182,0.8861629048086359,-0.025511442349582247,None,,
INKA1,ENSG00000185614.7,False,None,None,0.0787465082629512,0.5108503315378479,0.7295075267193251,-0.0438360381699742,,0.048337370623210744,0.05335853445769119,0.005021163834480445,None,,
UBA7,ENSG00000182179.13,False,None,None,0.2208341336944305,0.0623032860797465,0.2566431966691073,-0.118078228334549,0.70144653462461,0.6909173068233168,0.6610455311973018,-0.02987177562601495,None,,
TRAIP,ENSG00000183763.9,False,None,None,-0.0737368176902814,0.5381808412025197,0.7487960283693239,-0.0606472596143663,0.852516635629092,0.060163812360387196,0.06668138661956281,0.006517574259175617,None,,
CAMKV,ENSG00000164076.17,False,None,None,,,,-0.0085591162528296,,0.21570247933884298,0.19518314099347717,-0.020519338345365817,None,,
MST1R,ENSG00000164078.14,False,None,None,0.1821069949940464,0.1257648299538984,0.3609444004243293,-0.259772025028202,0.32835966249481,0.5281494572077758,0.505429723859758,-0.0227197333480178,None,,
MON1A,ENSG00000164077.15,False,None,None,-0.1548104909434121,0.1941278115287643,0.4481781156662041,0.844028733145236,0.0273966060659752,0.17639593908629442,0.21012584138132864,0.033729902295034225,None,,
RBM6,ENSG00000004534.15,False,None,None,-0.0713664820213956,0.5513577533973886,0.7578546444992584,0.231296261986756,0.22562349575872,0.27643570085346447,0.2577088394692581,-0.018726861384206372,None,,
RBM5,ENSG00000003756.17,False,None,None,-0.1561936636140566,0.1901249297323495,0.4435621003019303,-0.0227334723376703,0.934537338721056,0.2671182447356796,0.28680412371134023,0.019685878975660653,None,,
SEMA3F,ENSG00000001617.12,True,None,None,0.0446597934241735,0.7095171362795645,0.8568638579109688,-0.122953162520983,0.708461033958049,0.059778108958436826,0.05492510213345438,-0.0048530068249824435,None,,
GNAT1,ENSG00000114349.10,False,None,None,,,,0.0125056834762796,,0.3136472466081405,0.4447797223898612,0.13113247578172071,None,,
SLC38A3,ENSG00000188338.15,False,None,None,0.0262219821720733,0.8269270846327239,0.9178530397689124,2.24060006172983,0.0017178060615757,0.1919069542040223,0.2251685393258427,0.0332615851218204,None,,
GNAI2,ENSG00000114353.17,False,None,None,-0.0226271882363601,0.8503577894604022,0.9298424583062388,-0.40765417728068,0.121696292504323,0.206172028890348,0.1871432862721538,-0.019028742618194205,None,,
SEMA3B,ENSG00000012171.20,True,None,None,0.0078121606100717,0.9480711225809776,0.9771169999704364,0.23599683043133,0.45174984726489,0.30376153300212916,0.2989648033126294,-0.004796729689499735,None,,
LSMEM2,ENSG00000179564.4,False,None,None,-0.2345416394610422,0.0473588438722822,0.2253403583900066,0.0276335365776016,0.930214870633099,0.8078484438430311,0.8449612403100775,0.03711279646704635,None,,
IFRD2,ENSG00000214706.12,False,None,None,-0.1186533044465245,0.3208569651205915,0.5784698082633695,-0.0786590931459128,0.825148715696022,0.36148832156436717,0.3594405594405594,-0.0020477621238077504,None,,
HYAL3,ENSG00000186792.17,True,None,None,-0.1270560470525351,0.28753015925207,0.5470587452018632,-0.0571503120056165,,0.023435454307410317,0.02540898016011138,0.001973525852701063,None,,
NAA80,ENSG00000243477.6,False,None,None,-0.1090244228125047,0.3619615966514742,0.6150246226298469,-0.125681565981006,0.69236199742346,0.024011871037366787,0.025990320846029754,0.0019784498086629666,None,,
HYAL1,ENSG00000114378.17,True,None,None,-0.0244274535777931,0.8386062437670194,0.9238276929279664,0.226803381523795,0.44435669099308,0.8798833819241982,0.8857808857808858,0.005897503856687525,None,,
HYAL2,ENSG00000068001.14,False,None,None,0.1723795354911609,0.1476301087159988,0.3906272198596855,-0.292619922782599,0.363731953380707,0.7975391498881432,0.8175937904269082,0.020054640538764934,None,,
TUSC2,ENSG00000114383.10,False,None,None,-0.0199026559387514,0.8682038565943224,0.9387106388216342,-0.271303423201144,0.382487925962007,0.17421366594360085,0.18568904593639576,0.01147537999279491,None,,
RASSF1,ENSG00000068028.18,False,None,None,-0.1805715686044708,0.1290415786011993,0.3656118394116014,-0.0172684554696142,0.966539917986496,0.5693736889421637,0.6892160764027059,0.11984238746054221,None,,
